Unnamed: 0.1,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
167,jealousy consumes me as i witness others' success., Jealousy        ,2020-08-12 11:30:00,enviousobserver,twitter, #Jealousy #Envy                               ,12.0,25.0,india,2020,8,12,11
168,resentment building up over past betrayals., Resentment      ,2018-05-22 14:45:00,bitterheart,instagram, #Resentment #Bitterness                       ,7.0,15.0,australia,2018,5,22,14
169,frustration mounts as obstacles block my path., Frustration     ,2017-01-30 16:10:00,blockedgoals,facebook, #Frustration #Obstacles                       ,10.0,20.0,usa,2017,1,30,16
170,"boredom sets in, the day feels endlessly dull.", Boredom         ,2016-09-28 19:45:00,boredmind,twitter, #Boredom #LackOfInterest                     ,8.0,15.0,canada,2016,9,28,19
171,"anxiety grips my heart, worry clouds my thoughts.", Anxiety         ,2019-04-15 09:00:00,worriedmind,instagram, #Anxiety #Worry                               ,12.0,25.0,uk,2019,4,15,9
172,intimidation by the unknown future ahead., Intimidation    ,2021-12-03 18:30:00,fearfulsoul,facebook, #Intimidation #Fear                           ,15.0,30.0,india,2021,12,3,18
173,helplessness sinks in as challenges pile up., Helplessness    ,2020-06-20 14:20:00,overwhelmedheart,twitter, #Helplessness #Overwhelmed                    ,8.0,15.0,australia,2020,6,20,14
174,envy eats away at me as i see others' prosperity., Envy            ,2018-11-07 11:30:00,covetousmind,instagram, #Envy #Desire                                ,10.0,20.0,canada,2018,11,7,11
175,regret over missed opportunities haunts my thoughts., Regret         ,2017-08-25 16:00:00,remorsefulsoul,facebook, #Regret #MissedChances                       ,12.0,25.0,uk,2017,8,25,16
176,disgust at the sight of injustice and cruelty., Disgust         ,2019-02-11 09:45:00,disgustedheart,twitter, #Disgust #Injustice                          ,7.0,15.0,india,2019,2,11,9
177,"drowning in despair, hope slipping through my fingers.", Despair      ,2016-04-02 20:20:00,hopelessheart,instagram, #Despair #Hopeless                           ,10.0,20.0,usa,2016,4,2,20
178,"grief weighs heavy, tears a constant companion.", Grief           ,2015-10-18 15:30:00,tearfulsoul,facebook, #Grief #Tears                                ,12.0,25.0,canada,2015,10,18,15
179,"loneliness in a crowded room, a silent cry for connection.", Loneliness ,2019-07-12 18:10:00,isolatedmind,twitter, #Loneliness #SeekingConnection              ,15.0,30.0,uk,2019,7,12,18
180,"jealousy gnaws at my confidence, a toxic emotion.", Jealousy        ,2018-06-03 16:30:00,selfdoubt,instagram, #Jealousy #Insecurity                       ,8.0,15.0,india,2018,6,3,16
181,"resentment festers, poisoning relationships.", Resentment      ,2022-01-15 12:00:00,brokentrust,facebook, #Resentment #BrokenTrust                     ,10.0,20.0,australia,2022,1,15,12
182,"frustration boils over, a volcanic eruption of emotions.", Frustration ,2017-04-10 14:45:00,explosivemind,twitter, #Frustration #EmotionalOutburst             ,12.0,25.0,usa,2017,4,10,14
183,"boredom settles like dust, life feels mundane.", Boredom         ,2016-11-28 19:00:00,mundaneheart,instagram, #Boredom #Monotony                          ,7.0,15.0,canada,2016,11,28,19
184,"anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,2018-09-05 09:30:00,restlessmind,facebook, #Anxiety #Restlessness                      ,10.0,20.0,uk,2018,9,5,9
185,"intimidation by the challenges ahead, fear takes hold.", Intimidation ,2021-10-22 18:30:00,fearfuljourney,twitter, #Intimidation #FacingFear                   ,15.0,30.0,india,2021,10,22,18
186,"helplessness engulfs me, drowning in a sea of problems.", Helplessness ,2019-05-08 14:20:00,overwhelmedsoul,instagram, #Helplessness #Struggling                   ,8.0,15.0,australia,2019,5,8,14
187,"envy poisons my thoughts, coveting others' success.", Envy            ,2017-03-20 11:30:00,greeneyedmonster,facebook, #Envy #Success                              ,10.0,20.0,canada,2017,3,20,11
188,regret for decisions that led to a painful present., Regret         ,2018-12-15 16:00:00,regretfulmind,twitter, #Regret #PastChoices                        ,12.0,25.0,usa,2018,12,15,16
189,disgust at the corruption that stains society., Disgust         ,2016-07-01 09:45:00,corruptedheart,instagram, #Disgust #Corruption                        ,7.0,15.0,uk,2016,7,1,9
190,"sinking in despair, each day darker than the last.", Despair         ,2020-08-20 20:20:00,drowningsoul,facebook, #Despair #DarkDays                          ,10.0,20.0,india,2020,8,20,20
191,"grief overwhelms, a storm of emotions within.", Grief           ,2021-02-25 15:30:00,stormyheart,twitter, #Grief #EmotionalStorm                      ,12.0,25.0,canada,2021,2,25,15
192,"loneliness echoes in empty spaces, yearning for connection.", Loneliness ,2019-09-12 18:10:00,echoingsoul,instagram, #Loneliness #YearningForConnection         ,15.0,30.0,australia,2019,9,12,18
193,"jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,2018-08-05 16:30:00,poisonedmind,facebook, #Jealousy #Resentment                       ,8.0,15.0,usa,2018,8,5,16
194,"resentment festers, a wound that refuses to heal.", Resentment      ,2017-01-12 12:00:00,unforgivingsoul,twitter, #Resentment #Unforgiving                    ,10.0,20.0,india,2017,1,12,12
195,"frustration escalates, a thunderstorm of emotions.", Frustration     ,2022-04-05 14:45:00,thunderingmind,instagram, #Frustration #EmotionalOutburst            ,12.0,25.0,uk,2022,4,5,14
196,"boredom lingers, a stagnant pool of indifference.", Boredom         ,2021-10-02 19:00:00,stagnantheart,facebook, #Boredom #Stagnation                        ,7.0,15.0,canada,2021,10,2,19
197,"embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.", Curiosity       ,2023-04-15 10:15:00,inquisitivemind,twitter, #Curiosity #Learning                        ,15.0,30.0,usa,2023,4,15,10
198,"lost in the vast sea of information, an indifferent wave in the digital ocean.", Indifference    ,2022-11-28 17:30:00,apatheticobserver,instagram, #Indifference #DigitalOverload              ,7.0,15.0,canada,2022,11,28,17
199,"the complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.", Confusion       ,2020-04-02 09:45:00,seekingclarity,facebook, #Confusion #LifePuzzle                     ,10.0,20.0,uk,2020,4,2,9
200,"a numbness settles over me, a shield against the overwhelming emotions life throws my way.", Numbness        ,2021-08-10 14:00:00,emotionallydistant,twitter, #Numbness #EmotionalShield                 ,8.0,15.0,india,2021,8,10,14
201,"gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.", Melancholy      ,2019-06-18 20:45:00,sunsetdreamer,instagram, #Melancholy #SunsetMoments                 ,12.0,25.0,australia,2019,6,18,20
202,"revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.", Nostalgia       ,2018-02-05 15:15:00,memorylanetraveler,facebook, #Nostalgia #MemoryLane                     ,10.0,20.0,usa,2018,2,5,15
203,"torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.", Ambivalence     ,2022-05-30 11:30:00,mixedfeelings,twitter, #Ambivalence #UncertainChoices             ,12.0,25.0,canada,2022,5,30,11
204,"embracing the ebb and flow of life, finding acceptance in the dance of existence.", Acceptance      ,2023-01-10 16:20:00,zenlifestyle,instagram, #Acceptance #LifeJourney                   ,15.0,30.0,uk,2023,1,10,16
205,"facing challenges head-on, a determination that fuels the fire within to achieve the impossible.", Determination   ,2020-09-18 13:45:00,resilientspirit,facebook, #Determination #AchieveTheImpossible       ,10.0,20.0,india,2020,9,18,13
206,"serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.", Serenity        ,2021-07-03 19:00:00,naturesoul,twitter, #Serenity #NatureRetreat                   ,12.0,25.0,australia,2021,7,3,19
207,"curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.", Curiosity       ,2022-10-08 08:15:00,eternallearner,instagram, #Curiosity #KnowledgeQuest                ,20.0,40.0,usa,2022,10,8,8
208,"floating through the day with an air of indifference, detached from the mundane happenings around.", Indifference    ,2023-03-22 16:30:00,aloofobserver,facebook, #Indifference #FloatingThroughLife        ,10.0,20.0,canada,2023,3,22,16
209,"entangled in the web of thoughts, confusion reigning as i navigate the labyrinth of ideas.", Confusion       ,2021-05-15 11:45:00,thoughtexplorer,twitter, #Confusion #ThoughtLabyrinth              ,15.0,30.0,uk,2021,5,15,11
210,"numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.", Numbness        ,2019-12-28 14:30:00,stoicsoul,instagram, #Numbness #StoicFacade                    ,8.0,15.0,australia,2019,12,28,14
211,"melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.", Melancholy      ,2020-03-01 19:00:00,dreamerinsilence,facebook, #Melancholy #WhispersInTheBreeze         ,12.0,25.0,india,2020,3,1,19
212,"stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.", Nostalgia       ,2018-07-10 15:45:00,journalkeeper,twitter, #Nostalgia #JournalMoments               ,10.0,20.0,canada,2018,7,10,15
213,"a tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.", Ambivalence     ,2022-01-05 10:30:00,threadweaver,instagram, #Ambivalence #ConflictingFeelings        ,12.0,25.0,uk,2022,1,5,10
214,"embracing the flaws, finding acceptance in imperfection, a journey towards self-love.", Acceptance      ,2021-08-20 16:20:00,selfloveadvocate,facebook, #Acceptance #SelfLoveJourney              ,15.0,30.0,australia,2021,8,20,16
215,"determination burning like a wildfire, overcoming obstacles, turning dreams into reality.", Determination   ,2019-11-03 13:45:00,dreamchaser,twitter, #Determination #DreamsIntoReality        ,18.0,35.0,usa,2019,11,3,13
216,"tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.", Serenity        ,2020-04-12 19:30:00,oceansoul,instagram, #Serenity #OceanRetreat                   ,25.0,50.0,canada,2020,4,12,19
217,"exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.", Curiosity       ,2022-04-15 08:45:00,horizonexplorer,facebook, #Curiosity #NewHorizons                  ,22.0,45.0,india,2022,4,15,8
218,"drifting through the day with a nonchalant demeanor, embracing the art of indifference.", Indifference    ,2023-02-10 17:00:00,nonchalantspirit,twitter, #Indifference #DriftingThroughLife       ,9.0,18.0,uk,2023,2,10,17
219,"wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.", Confusion       ,2020-08-05 12:15:00,complexthinker,instagram, #Confusion #PerplexedMind                ,14.0,28.0,australia,2020,8,5,12
220,"immersed in a state of emotional numbness, a shield against the storm of daily struggles.", Numbness        ,2021-12-01 15:30:00,shieldedheart,facebook, #Numbness #EmotionalShield               ,10.0,20.0,usa,2021,12,1,15
221,"a melancholic symphony playing in the background, the soundtrack of a wistful heart.", Melancholy      ,2019-03-25 21:00:00,symphonysoul,twitter, #Melancholy #WistfulHeart                ,13.0,26.0,canada,2019,3,25,21
222,"flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.", Nostalgia       ,2017-06-18 14:45:00,yearbookexplorer,instagram, #Nostalgia #YearbookMemories            ,12.0,25.0,india,2017,6,18,14
223,"torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.", Ambivalence     ,2022-07-08 11:30:00,decisivedilemma,facebook, #Ambivalence #ShadesOfUncertainty       ,15.0,30.0,australia,2022,7,8,11
224,"embracing life's imperfections, finding acceptance in the journey, scars and all.", Acceptance      ,2023-05-15 16:20:00,imperfectharmony,twitter, #Acceptance #ImperfectJourney            ,18.0,36.0,canada,2023,5,15,16
225,"a fiery determination burning within, fueled by the vision of reaching unparalleled heights.", Determination   ,2021-09-10 14:45:00,visionaryspirit,instagram, #Determination #UnparalleledHeights      ,20.0,40.0,uk,2021,9,10,14
226,"basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.", Serenity        ,2020-02-28 18:30:00,forestdreamer,facebook, #Serenity #NatureWhispers                ,25.0,50.0,usa,2020,2,28,18
227,"indifferent to the noise of the world, a silent observer in the midst of life's cacophony.", Indifference    ,2023-03-10 16:30:00,silentspectator,instagram, #Indifference #SilentObserver            ,9.0,18.0,india,2023,3,10,16
228,"navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.", Confusion       ,2021-05-02 11:45:00,mazenavigator,facebook, #Confusion #ThoughtLabyrinth              ,14.0,28.0,australia,2021,5,2,11
229,"an impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.", Numbness        ,2019-10-18 14:30:00,resilientfortress,twitter, #Numbness #StoicResilience               ,11.0,22.0,uk,2019,10,18,14
230,"melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.", Melancholy      ,2020-01-05 20:00:00,canvasdreamer,instagram, #Melancholy #BittersweetMemories         ,13.0,26.0,usa,2020,1,5,20
231,"a journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.", Nostalgia       ,2018-08-10 15:45:00,diaryexplorer,facebook, #Nostalgia #DiaryJourney                 ,12.0,25.0,canada,2018,8,10,15
232,"ambivalence clouding decisions, caught in the crossroads of conflicting emotions.", Ambivalence     ,2022-01-15 10:30:00,crossroadstraveler,twitter, #Ambivalence #ConflictingEmotions        ,15.0,30.0,india,2022,1,15,10
233,"embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.", Acceptance      ,2021-07-20 16:20:00,mosaicdreamer,instagram, #Acceptance #BeautifulChaos              ,18.0,36.0,australia,2021,7,20,16
234,"determination as the driving force, propelling me forward on the path to extraordinary achievements.", Determination   ,2019-12-03 13:45:00,pathfinderspirit,facebook, #Determination #ExtraordinaryPath        ,20.0,40.0,usa,2019,12,3,13
235,"seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.", Serenity        ,2020-04-12 19:30:00,raindropharmony,twitter, #Serenity #RaindropMelody                ,25.0,50.0,canada,2020,4,12,19
236,"curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.", Curiosity       ,2022-05-08 08:45:00,seekerofunknowns,instagram, #Curiosity #SeekerOfKnowledge            ,22.0,45.0,uk,2022,5,8,8
237,"drifting through the day with an air of nonchalance, indifferent to the trivialities of life.", Indifference    ,2023-02-22 17:00:00,nonchalantwanderer,facebook, #Indifference #DriftingThroughLife       ,9.0,18.0,india,2023,2,22,17
238,"lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.", Confusion       ,2020-06-05 12:15:00,shadowedseeker,twitter, #Confusion #LabyrinthOfThoughts          ,14.0,28.0,australia,2020,6,5,12
239,"wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.", Numbness        ,2021-11-30 15:30:00,turbulentshield,instagram, #Numbness #EmotionalStorms               ,10.0,20.0,canada,2021,11,30,15
240,"melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.", Melancholy      ,2019-02-25 21:00:00,wistfulpainter,facebook, #Melancholy #WistfulYearning             ,13.0,26.0,uk,2019,2,25,21
241,"leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.", Nostalgia       ,2017-05-18 14:45:00,taleweaver,twitter, #Nostalgia #PhotoAlbumStories            ,12.0,25.0,usa,2017,5,18,14
242,"ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.", Ambivalence     ,2022-08-05 11:30:00,crossroadsexplorer,instagram, #Ambivalence #CrossroadsConfusion        ,15.0,30.0,canada,2022,8,5,11
243,"embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.", Acceptance      ,2023-06-15 16:20:00,mosaicartist,facebook, #Acceptance #UnpredictableArt            ,18.0,36.0,australia,2023,6,15,16
244,"determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.", Determination   ,2021-10-10 14:45:00,dreamsculptor,twitter, #Determination #SculptingDreams          ,20.0,40.0,uk,2021,10,10,14
245,"immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.", Serenity        ,2020-05-12 19:30:00,moonlitsoul,instagram, #Serenity #MoonlitPeace                  ,25.0,50.0,usa,2020,5,12,19
246,"fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.", Curiosity       ,2022-12-01 09:15:00,fearlessexplorer,facebook, #Curiosity #FearlessExplorer              ,22.0,44.0,india,2022,12,1,9
247,"wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.", Numbness ,2021-11-30 15:30:00,turbulentshield,instagram, #Numbness #EmotionalStorms ,10.0,20.0,canada,2021,11,30,15
248,"dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.", Zest ,2018-07-12 17:45:00,joyfuldancer,twitter, #Zest #CarefreeSpirit ,15.0,30.0,usa,2018,7,12,17
249,"basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.", Contentment ,2020-09-05 20:10:00,serenebasker,facebook, #Contentment #GoldenGlow ,18.0,36.0,australia,2020,9,5,20
250,"gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.", Hopeful ,2022-04-18 08:00:00,dreampainter,instagram, #Hopeful #CanvasOfDreams ,12.0,24.0,india,2022,4,18,8
251,"standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.", Proud ,2019-12-10 12:20:00,oakachiever,twitter, #Proud #BranchesOfAchievement ,25.0,50.0,canada,2019,12,10,12
252,"a heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.", Grateful ,2023-02-28 09:45:00,heartgardener,facebook, #Grateful #BlossomingConnection ,20.0,40.0,usa,2023,2,28,9
253,"extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.", Empathetic ,2018-04-03 14:15:00,threadweaver,instagram, #Empathetic #TapestryOfUnderstanding ,15.0,30.0,uk,2018,4,3,14
254,"compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.", Compassionate ,2022-06-20 10:30:00,cloudcaretaker,twitter, #Compassionate #ShowerOfEmpathy ,18.0,36.0,australia,2022,6,20,10
255,"playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.", Playful ,2020-07-08 18:00:00,raindancer,facebook, #Playful #DanceInTheRain ,22.0,44.0,canada,2020,7,8,18
256,"soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.", Free-spirited ,2021-08-15 11:10:00,skypainter,instagram, #FreeSpirit #PaintingTheSky ,20.0,40.0,india,2021,8,15,11
257,"bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.", Inspired ,2019-10-25 16:50:00,phoenixexplorer,twitter, #Inspired #CreativePhoenix ,15.0,30.0,uk,2019,10,25,16
258,"navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.", Hopeful ,2023-10-05 07:30:00,sunrisenavigator,facebook, #Hopeful #SunriseOfPossibilities ,12.0,24.0,usa,2023,10,5,7
259,"striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.", Confident ,2022-02-15 13:15:00,sandstrider,instagram, #Confident #FootprintsOfAssuredness ,25.0,50.0,australia,2022,2,15,13
260,"lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.", Serenity ,2021-05-08 22:00:00,nightserenader,twitter, #Serenity #MoonlitSerenade ,13.0,26.0,canada,2021,5,8,22
261,"unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.", Curiosity ,2020-11-29 14:45:00,knowledgeseeker,instagram, #Curiosity #LabyrinthOfQuestions ,17.0,34.0,usa,2020,11,29,14
262,"in the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.", Ambivalence ,2019-09-14 10:20:00,breezewaltzer,facebook, #Ambivalence #AutumnWaltz ,14.0,28.0,uk,2019,9,14,10
263,"gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.", Grateful ,2022-03-12 19:55:00,starnavigator,twitter, #Grateful #GuidingStar ,19.0,38.0,australia,2022,3,12,19
264,"with a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.", Zest ,2023-03-30 16:30:00,meadowsprinter,instagram, #Zest #FieldsOfEnthusiasm ,16.0,32.0,india,2023,3,30,16
265,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.", Compassionate ,2021-07-01 12:10:00,rainnurturer,facebook, #Compassionate #TearsOfEmpathy ,21.0,42.0,canada,2021,7,1,12
266,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.", Proud ,2020-01-05 08:45:00,peakconqueror,twitter, #Proud #ScalingPeaks ,23.0,46.0,usa,2020,1,5,8
267,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.", Hopeful ,2022-07-17 06:15:00,dawngardener,instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,uk,2022,7,17,6
268,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.", Playful ,2018-08-22 17:20:00,carnivaldreamer,facebook, #Playful #CarnivalEscapade ,24.0,48.0,australia,2018,8,22,17
269,"floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.", Inspired ,2021-12-08 14:30:00,skyartist,twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,india,2021,12,8,14
270,"navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.", Contentment ,2019-04-27 09:50:00,rivernavigator,instagram, #Contentment #TranquilWaters ,20.0,40.0,canada,2019,4,27,9
271,"with empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.", Empathetic ,2023-09-03 21:40:00,lanternwanderer,facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,usa,2023,9,3,21
272,"a free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.", Free-spirited ,2020-06-10 10:05:00,dreamsoarer,twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,uk,2020,6,10,10
273,"bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.", Grateful ,2022-04-01 18:30:00,sunsetadmirer,instagram, #Grateful #GoldenHues ,19.0,38.0,australia,2022,4,1,18
274,"confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.", Confident ,2021-01-15 13:00:00,dancestrider,facebook, #Confident #DanceOfLife ,23.0,46.0,canada,2021,1,15,13
275,"hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.", Hopeful ,2023-05-06 07:20:00,windwhisperer,twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,india,2023,5,6,7
276,"playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.", Playful ,2019-11-18 15:15:00,jugglingartist,instagram, #Playful #JugglingResponsibilities ,25.0,50.0,usa,2019,11,18,15
277,"whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.", Inspired ,2020-08-29 20:45:00,starstoryteller,facebook, #Inspired #TalesToTheStars ,14.0,28.0,uk,2020,8,29,20
278,"charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.", Hopeful ,2022-10-30 11:40:00,wavenavigator,twitter, #Hopeful #SailorOfDreams ,17.0,34.0,australia,2022,10,30,11
279,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.", Compassionate ,2021-07-01 12:10:00,rainnurturer,instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,canada,2021,7,1,12
280,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.", Proud ,2020-01-05 08:45:00,peakconqueror,twitter, #Proud #ScalingPeaks ,23.0,46.0,usa,2020,1,5,8
281,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.", Hopeful ,2022-07-17 06:15:00,dawngardener,instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,uk,2022,7,17,6
282,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.", Playful ,2018-08-22 17:20:00,carnivaldreamer,facebook, #Playful #CarnivalEscapade ,24.0,48.0,australia,2018,8,22,17
283,"floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.", Inspired ,2021-12-08 14:30:00,skyartist,twitter, #Inspired #CloudsOfCreativity ,18.0,36.0,india,2021,12,8,14
284,"navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.", Contentment ,2019-04-27 09:50:00,rivernavigator,instagram, #Contentment #TranquilWaters ,20.0,40.0,canada,2019,4,27,9
285,"with empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.", Empathetic ,2023-09-03 21:40:00,lanternwanderer,facebook, #Empathetic #LanternOfCompassion ,16.0,32.0,usa,2023,9,3,21
286,"a free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.", Free-spirited ,2020-06-10 10:05:00,dreamsoarer,twitter, #FreeSpirit #WingsOfDreams ,22.0,44.0,uk,2020,6,10,10
287,"bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.", Grateful ,2022-04-01 18:30:00,sunsetadmirer,instagram, #Grateful #GoldenHues ,19.0,38.0,australia,2022,4,1,18
288,"confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.", Confident ,2021-01-15 13:00:00,dancestrider,facebook, #Confident #DanceOfLife ,23.0,46.0,canada,2021,1,15,13
289,"hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.", Hopeful ,2023-05-06 07:20:00,windwhisperer,twitter, #Hopeful #BrighterTomorrows ,15.0,30.0,india,2023,5,6,7
290,"playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.", Playful ,2019-11-18 15:15:00,jugglingartist,instagram, #Playful #JugglingResponsibilities ,25.0,50.0,usa,2019,11,18,15
291,"whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.", Inspired ,2020-08-29 20:45:00,starstoryteller,facebook, #Inspired #TalesToTheStars ,14.0,28.0,uk,2020,8,29,20
292,"charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.", Hopeful ,2022-10-30 11:40:00,wavenavigator,twitter, #Hopeful #SailorOfDreams ,17.0,34.0,australia,2022,10,30,11
293,"a compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.", Compassionate ,2021-07-01 12:10:00,rainnurturer,instagram, #Compassionate #TearsOfEmpathy ,21.0,42.0,canada,2021,7,1,12
294,"proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.", Proud ,2020-01-05 08:45:00,peakconqueror,twitter, #Proud #ScalingPeaks ,23.0,46.0,usa,2020,1,5,8
295,"embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.", Hopeful ,2022-07-17 06:15:00,dawngardener,instagram, #Hopeful #SeedsOfOptimism ,14.0,28.0,india,2022,7,17,6
296,"a playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.", Playful ,2018-08-22 17:20:00,carnivaldreamer,facebook, #Playful #CarnivalEscapade ,24.0,48.0,australia,2018,8,22,17
297,"drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.", Despair ,2021-09-15 16:00:00,shatteredheart,instagram, #Despair #EchoingSilence ,8.0,16.0,canada,2021,9,15,16
298,"bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.", Bitterness ,2019-03-08 14:20:00,venomoussoul,facebook, #Bitterness #ResentmentWeb ,12.0,24.0,uk,2019,3,8,14
299,"wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.", Loneliness ,2017-07-20 11:45:00,desertwanderer,twitter, #Loneliness #MiragesOfConnection ,15.0,30.0,usa,2017,7,20,11
300,"yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.", Yearning ,2020-11-02 19:30:00,coldembrace,instagram, #Yearning #DistantWarmth ,10.0,20.0,australia,2020,11,2,19
